record_id,company_id,exhibition_id,edition_year,participation_status,is_current_confirmed,historical_appearance_count,appearance_years,return_likelihood_score,company_name_raw,company_name_normalized,company_aliases,legal_name,official_domain,best_known_website,country,ksa_presence,riyadh_presence,sector,booth_or_sponsor_notes,general_email,sales_email,marketing_email,other_public_email,public_phone,public_whatsapp,linkedin_company,instagram,facebook,x_profile,youtube,other_public_profile,google_business,public_contact_name,public_contact_title,public_contact_profile,best_contact_channel,core_media_service_fit,opportunity_score,opportunity_tier,source_relationship,verification_status,confidence,participation_source_url,contact_source_url,source_checked_at,last_verified_at,notes
exh-saag-2026-0085,co-saag-2026-feedco-investment-company-saudi-arabia,riyadh-2026-saudi-agriculture,2026,confirmed_current,true,,2026,,FEEDCO Investment Company,FEEDCO Investment Company,,,,,Saudi Arabia,listed_saudi_company_or_presence,pending,,Stand 2-210,,,,,,,,,,,,,,,,,pending,agriculture exhibition booth/media/activation opportunity,,pending,official,verified_primary,high,https://saudi-agriculture.com/exhibitors-list/,,2026-07-18,2026-07-18,Website not listed in current exhibitor directory.
exh-saag-2026-0086,co-saag-2026-firstmills-com,riyadh-2026-saudi-agriculture,2026,confirmed_current,true,,2026,,First Mills Company,First Mills Company,,,firstmills.com,http://www.firstmills.com,Saudi Arabia,listed_saudi_company_or_presence,pending,Poultry Livestock & Dairy Farming,"Stand 1-130; Products: Animal Health & Technologies, Feeds & Additives",,,,,,,,,,,,,,,,,website,agriculture exhibition booth/media/activation opportunity,,pending,official,verified_primary,high,https://saudi-agriculture.com/exhibitors-list/,,2026-07-18,2026-07-18,Official exhibitor details captured in raw snapshot.
exh-saag-2026-0087,co-saag-2026-gnhydroponic-com,riyadh-2026-saudi-agriculture,2026,confirmed_current,true,,2026,,G and N Fortune Limited,G and N Fortune Limited,,,gnhydroponic.com,http://www.gnhydroponic.com,China,pending,pending,"Agriculture Technologies, Poultry Livestock & Dairy Farming, Aquaculture, Crop Farming","Stand 5-239; Products: Hydroponics, Smart Farming, Smart Irrigation, Vertical Farming, Livestock Technologies, Aquaculture Materials, Farming Technologies",,,,,,,,,,,,,,,,,website,agriculture exhibition booth/media/activation opportunity,,pending,official,verified_primary,high,https://saudi-agriculture.com/exhibitors-list/,,2026-07-18,2026-07-18,Official exhibitor details captured in raw snapshot.
exh-saag-2026-0088,co-saag-2026-gfsa-gov-sa,riyadh-2026-saudi-agriculture,2026,confirmed_current,true,,2026,,General Food Security Authority (GFSA),General Food Security Authority (GFSA),,,gfsa.gov.sa,http://www.gfsa.gov.sa,Saudi Arabia,listed_saudi_company_or_presence,pending,Official Agency,Stand 2-160; Products: Government Agency,,,,,,,,,,,,,,,,,website,agriculture exhibition booth/media/activation opportunity,,pending,official,verified_primary,high,https://saudi-agriculture.com/exhibitors-list/,,2026-07-18,2026-07-18,Official exhibitor details captured in raw snapshot.
exh-saag-2026-0089,co-saag-2026-golden-gulf-veterinary-company-saudi-arabia,riyadh-2026-saudi-agriculture,2026,confirmed_current,true,,2026,,Golden Gulf Veterinary Company,Golden Gulf Veterinary Company,,,,,Saudi Arabia,listed_saudi_company_or_presence,pending,,Stand 4-294,,,,,,,,,,,,,,,,,pending,agriculture exhibition booth/media/activation opportunity,,pending,official,verified_primary,high,https://saudi-agriculture.com/exhibitors-list/,,2026-07-18,2026-07-18,Website not listed in current exhibitor directory.
exh-saag-2026-0090,co-saag-2026-grain-technik-pvt-ltd-india,riyadh-2026-saudi-agriculture,2026,confirmed_current,true,,2026,,Grain Technik Pvt. Ltd.,Grain Technik Pvt. Ltd.,,,,,India,pending,pending,,Stand 1-449,,,,,,,,,,,,,,,,,pending,agriculture exhibition booth/media/activation opportunity,,pending,official,verified_primary,high,https://saudi-agriculture.com/exhibitors-list/,,2026-07-18,2026-07-18,Website not listed in current exhibitor directory.
exh-saag-2026-0091,co-saag-2026-green-building-agricultural-est-bunyan-al-riyadh-saudi-arabia,riyadh-2026-saudi-agriculture,2026,confirmed_current,true,,2026,,Green Building Agricultural Est. (Bunyan Al Riyadh),Green Building Agricultural Est. (Bunyan Al Riyadh),,,,,Saudi Arabia,listed_saudi_company_or_presence,pending,"Agriculture Technologies, Crop Farming, Agro-Food Processing & Packaging, Aquaculture","Stand 4-260; Products: Greenhouses Solutions, Crop Protection, Landscaping & Nurseries, Agro-Food Packaging, Refrigeration & Storage, Aquaculture Materials, Aquaculture Systems & Technologies",,,,,,,,,,,,,,,,,pending,agriculture exhibition booth/media/activation opportunity,,pending,official,verified_primary,high,https://saudi-agriculture.com/exhibitors-list/,,2026-07-18,2026-07-18,Official exhibitor details captured in raw snapshot. Website not listed in current exhibitor directory.
exh-saag-2026-0092,co-saag-2026-green-footprint-agricultural-company-saudi-arabia,riyadh-2026-saudi-agriculture,2026,confirmed_current,true,,2026,,Green Footprint Agricultural Company,Green Footprint Agricultural Company,,,,,Saudi Arabia,listed_saudi_company_or_presence,pending,Crop Farming,Stand 4-120,,,,,,,,,,,,,,,,,pending,agriculture exhibition booth/media/activation opportunity,,pending,official,verified_primary,high,https://saudi-agriculture.com/exhibitors-list/,,2026-07-18,2026-07-18,Official exhibitor details captured in raw snapshot. Website not listed in current exhibitor directory.
exh-saag-2026-0093,co-saag-2026-green-plains-projects-oman,riyadh-2026-saudi-agriculture,2026,confirmed_current,true,,2026,,Green Plains Projects,Green Plains Projects,,,,,Oman,pending,pending,,Stand 5-253,,,,,,,,,,,,,,,,,pending,agriculture exhibition booth/media/activation opportunity,,pending,official,verified_primary,high,https://saudi-agriculture.com/exhibitors-list/,,2026-07-18,2026-07-18,Website not listed in current exhibitor directory.
exh-saag-2026-0094,co-saag-2026-gruppo-carli-sicem-srl-italy,riyadh-2026-saudi-agriculture,2026,confirmed_current,true,,2026,,Gruppo Carli (SICEM Srl),Gruppo Carli (SICEM Srl),,,,,Italy,pending,pending,,Stand 2-282,,,,,,,,,,,,,,,,,pending,agriculture exhibition booth/media/activation opportunity,,pending,official,verified_primary,high,https://saudi-agriculture.com/exhibitors-list/,,2026-07-18,2026-07-18,Website not listed in current exhibitor directory.
exh-saag-2026-0095,co-saag-2026-guniver-com,riyadh-2026-saudi-agriculture,2026,confirmed_current,true,,2026,,"Guniverse Intelligent Agricultural Tech Co., Ltd.","Guniverse Intelligent Agricultural Tech Co., Ltd.",,,guniver.com,http://www.guniver.com,China,pending,pending,Agriculture Technologies,"Stand 1-475; Products: Greenhouses Solutions, Hydroponics, Smart Farming",,,,,,,,,,,,,,,,,website,agriculture exhibition booth/media/activation opportunity,,pending,official,verified_primary,high,https://saudi-agriculture.com/exhibitors-list/,,2026-07-18,2026-07-18,Official exhibitor details captured in raw snapshot.
exh-saag-2026-0096,co-saag-2026-alkhalaf-hk-com,riyadh-2026-saudi-agriculture,2026,confirmed_current,true,,2026,,Hamoud Ali Al Khalaf & Partner Co.,Hamoud Ali Al Khalaf & Partner Co.,,,alkhalaf-hk.com,http://www.alkhalaf-hk.com/,Saudi Arabia,listed_saudi_company_or_presence,pending,"Poultry, Livestock & Dairy Farming","Stand 4-460; Products: Livestock Systems & Technologies, Animal Health & Nutrition, Fertilizers & Pesticides",,,,,,,,,,,,,,,,,website,agriculture exhibition booth/media/activation opportunity,,pending,official,verified_primary,high,https://saudi-agriculture.com/exhibitors-list/,,2026-07-18,2026-07-18,
exh-saag-2026-0097,co-saag-2026-hanearl-science-ltd-south-korea,riyadh-2026-saudi-agriculture,2026,confirmed_current,true,,2026,,Hanearl Science Ltd.,Hanearl Science Ltd.,,,,,South Korea,pending,pending,,Stand 1-184,,,,,,,,,,,,,,,,,pending,agriculture exhibition booth/media/activation opportunity,,pending,official,verified_primary,high,https://saudi-agriculture.com/exhibitors-list/,,2026-07-18,2026-07-18,Website not listed in current exhibitor directory.
exh-saag-2026-0098,co-saag-2026-ppwovenbag-com,riyadh-2026-saudi-agriculture,2026,confirmed_current,true,,2026,,"Hebei Shengshi Jintang Packaging Co., Ltd.","Hebei Shengshi Jintang Packaging Co., Ltd.",,,ppwovenbag.com,http://www.ppwovenbag.com,China,pending,pending,Agro-Food Processing & Packaging,"Stand 1-394; Products: Agro-Food Packaging, Agro-Food Production & Processing",,,,,,,,,,,,,,,,,website,agriculture exhibition booth/media/activation opportunity,,pending,official,verified_primary,high,https://saudi-agriculture.com/exhibitors-list/,,2026-07-18,2026-07-18,Official exhibitor details captured in raw snapshot.
exh-saag-2026-0099,co-saag-2026-heilongjiang-huida-technology-co-ltd-china,riyadh-2026-saudi-agriculture,2026,confirmed_current,true,,2026,,"Heilongjiang Huida Technology Co., Ltd.","Heilongjiang Huida Technology Co., Ltd.",,,,,China,pending,pending,,Stand 1-474,,,,,,,,,,,,,,,,,pending,agriculture exhibition booth/media/activation opportunity,,pending,official,verified_primary,high,https://saudi-agriculture.com/exhibitors-list/,,2026-07-18,2026-07-18,Website not listed in current exhibitor directory.
exh-saag-2026-0100,co-saag-2026-hekagro-solutions-tarim-teknoloji-san-ve-tic-a-s-turkiye,riyadh-2026-saudi-agriculture,2026,confirmed_current,true,,2026,,Hekagro Solutions Tarim Teknoloji San Ve Tic A.Ş,Hekagro Solutions Tarim Teknoloji San Ve Tic A.Ş,,,,,Turkiye,pending,pending,,Stand 3-281,,,,,,,,,,,,,,,,,pending,agriculture exhibition booth/media/activation opportunity,,pending,official,verified_primary,high,https://saudi-agriculture.com/exhibitors-list/,,2026-07-18,2026-07-18,Website not listed in current exhibitor directory.
exh-saag-2026-0101,co-saag-2026-helper-robotech-co-ltd-south-korea,riyadh-2026-saudi-agriculture,2026,confirmed_current,true,,2026,,"Helper Robotech Co., Ltd.","Helper Robotech Co., Ltd.",,,,,South Korea,pending,pending,,Stand 1-185,,,,,,,,,,,,,,,,,pending,agriculture exhibition booth/media/activation opportunity,,pending,official,verified_primary,high,https://saudi-agriculture.com/exhibitors-list/,,2026-07-18,2026-07-18,Website not listed in current exhibitor directory.
exh-saag-2026-0102,co-saag-2026-ytgreenhouses-com,riyadh-2026-saudi-agriculture,2026,confirmed_current,true,,2026,,"Henan Yutuo Agricultural Technology Co., Ltd.","Henan Yutuo Agricultural Technology Co., Ltd.",,,ytgreenhouses.com,http://www.ytgreenhouses.com,China,pending,pending,Agriculture Technologies,Stand 1-370; Products: Greenhouses Solutions,,,,,,,,,,,,,,,,,website,agriculture exhibition booth/media/activation opportunity,,pending,official,verified_primary,high,https://saudi-agriculture.com/exhibitors-list/,,2026-07-18,2026-07-18,Official exhibitor details captured in raw snapshot.
exh-saag-2026-0103,co-saag-2026-hippos-agricultural-and-industrial-company-jordan,riyadh-2026-saudi-agriculture,2026,confirmed_current,true,,2026,,Hippos Agricultural and Industrial company,Hippos Agricultural and Industrial company,,,,,Jordan,pending,pending,,Stand 5-114,,,,,,,,,,,,,,,,,pending,agriculture exhibition booth/media/activation opportunity,,pending,official,verified_primary,high,https://saudi-agriculture.com/exhibitors-list/,,2026-07-18,2026-07-18,Website not listed in current exhibitor directory.
exh-saag-2026-0104,co-saag-2026-holol-attarsheed-trading-est-saudi-arabia,riyadh-2026-saudi-agriculture,2026,confirmed_current,true,,2026,,Holol Attarsheed Trading Est.,Holol Attarsheed Trading Est.,,,,,Saudi Arabia,listed_saudi_company_or_presence,pending,,Stand 4-170,,,,,,,,,,,,,,,,,pending,agriculture exhibition booth/media/activation opportunity,,pending,official,verified_primary,high,https://saudi-agriculture.com/exhibitors-list/,,2026-07-18,2026-07-18,Website not listed in current exhibitor directory.
exh-saag-2026-0105,co-saag-2026-hyma-plastic-hyma-foam-egypt,riyadh-2026-saudi-agriculture,2026,confirmed_current,true,,2026,,Hyma Plastic Hyma Foam,Hyma Plastic Hyma Foam,,,,,Egypt,pending,pending,,Stand 5-118,,,,,,,,,,,,,,,,,pending,agriculture exhibition booth/media/activation opportunity,,pending,official,verified_primary,high,https://saudi-agriculture.com/exhibitors-list/,,2026-07-18,2026-07-18,Website not listed in current exhibitor directory.
exh-saag-2026-0106,co-saag-2026-ics-can-com-sa,riyadh-2026-saudi-agriculture,2026,confirmed_current,true,,2026,,ICS-Canahill Agricultural Est.,ICS-Canahill Agricultural Est.,,,ics-can.com.sa,http://www.ics-can.com.sa,Saudi Arabia,listed_saudi_company_or_presence,pending,Crop Farming,Stand 5-339; Products: Seeds,,,,,,,,,,,,,,,,,website,agriculture exhibition booth/media/activation opportunity,,pending,official,verified_primary,high,https://saudi-agriculture.com/exhibitors-list/,,2026-07-18,2026-07-18,
exh-saag-2026-0107,co-saag-2026-ijan-com-tr,riyadh-2026-saudi-agriculture,2026,confirmed_current,true,,2026,,İjan Sera Sis San Tic A.Ş,İjan Sera Sis San Tic A.Ş,,,ijan.com.tr,http://www.ijan.com.tr/,Turkiye,pending,pending,,Stand 5-215,,,,,,,,,,,,,,,,,website,agriculture exhibition booth/media/activation opportunity,,pending,official,verified_primary,high,https://saudi-agriculture.com/exhibitors-list/,,2026-07-18,2026-07-18,
exh-saag-2026-0108,co-saag-2026-jenincoor-international-b-v-foreign-company-saudi-arabia,riyadh-2026-saudi-agriculture,2026,confirmed_current,true,,2026,,Jenincoor International B V Foreign Company,Jenincoor International B V Foreign Company,,,,,Saudi Arabia,listed_saudi_company_or_presence,pending,Feeds & Mills,Stand 5-230; Products: Feeds & Additives,,,,,,,,,,,,,,,,,pending,agriculture exhibition booth/media/activation opportunity,,pending,official,verified_primary,high,https://saudi-agriculture.com/exhibitors-list/,,2026-07-18,2026-07-18,Website not listed in current exhibitor directory.
exh-saag-2026-0109,co-saag-2026-jerim-metal-co-south-korea,riyadh-2026-saudi-agriculture,2026,confirmed_current,true,,2026,,Jerim Metal Co.,Jerim Metal Co.,,,,,South Korea,pending,pending,,Stand 1-191,,,,,,,,,,,,,,,,,pending,agriculture exhibition booth/media/activation opportunity,,pending,official,verified_primary,high,https://saudi-agriculture.com/exhibitors-list/,,2026-07-18,2026-07-18,Website not listed in current exhibitor directory.
exh-saag-2026-0110,co-saag-2026-jiangsu-sunrise-environmental-technology-co-ltd-china,riyadh-2026-saudi-agriculture,2026,confirmed_current,true,,2026,,"Jiangsu Sunrise Environmental Technology Co., Ltd.","Jiangsu Sunrise Environmental Technology Co., Ltd.",,,,,China,pending,pending,,Stand 1-393,,,,,,,,,,,,,,,,,pending,agriculture exhibition booth/media/activation opportunity,,pending,official,verified_primary,high,https://saudi-agriculture.com/exhibitors-list/,,2026-07-18,2026-07-18,Website not listed in current exhibitor directory.
exh-saag-2026-0111,co-saag-2026-rayyan-com-jo,riyadh-2026-saudi-agriculture,2026,confirmed_current,true,,2026,,"Jordan Greenhouses Manufacturing Co., Ltd.","Jordan Greenhouses Manufacturing Co., Ltd.",,,rayyan.com.jo,http://www.rayyan.com.jo/,Jordan,pending,pending,"Agriculture Technologies, Crop Farming, Poultry Livestock & Dairy Farming","Stand 4-379; Products: Greenhouses Solutions, Crop Protection, Farming Technologies, Fertilizers & Pesticides, Landscaping & Nurseries, Livestock Technologies, Poultry Systems & Technologies",,,,,,,,,,,,,,,,,website,agriculture exhibition booth/media/activation opportunity,,pending,official,verified_primary,high,https://saudi-agriculture.com/exhibitors-list/,,2026-07-18,2026-07-18,Official exhibitor details captured in raw snapshot.
exh-saag-2026-0112,co-saag-2026-kayesonline-com,riyadh-2026-saudi-agriculture,2026,confirmed_current,true,,2026,,Kayes Arabia for Trading Co.,Kayes Arabia for Trading Co.,,,kayesonline.com,http://www.kayesonline.com/,Saudi Arabia,listed_saudi_company_or_presence,pending,Crop Farming,Stand 5-319; Products: Farming Technologies,,,,,,,,,,,,,,,,,website,agriculture exhibition booth/media/activation opportunity,,pending,official,verified_primary,high,https://saudi-agriculture.com/exhibitors-list/,,2026-07-18,2026-07-18,
exh-saag-2026-0113,co-saag-2026-kemyan-com,riyadh-2026-saudi-agriculture,2026,confirmed_current,true,,2026,,Kemyea Yanbu for Industry (KEMYAN),Kemyea Yanbu for Industry (KEMYAN),,,kemyan.com,http://www.kemyan.com,Saudi Arabia,listed_saudi_company_or_presence,pending,"Organic & Agro-Food, Crop Farming","Stand 1-339; Products: Dairy Product, Spices & Oil, Fertilizers & Pesticides",,,,,,,,,,,,,,,,,website,agriculture exhibition booth/media/activation opportunity,,pending,official,verified_primary,high,https://saudi-agriculture.com/exhibitors-list/,,2026-07-18,2026-07-18,Official exhibitor details captured in raw snapshot.
exh-saag-2026-0114,co-saag-2026-korea-bio-co-ltd-south-korea,riyadh-2026-saudi-agriculture,2026,confirmed_current,true,,2026,,"Korea Bio Co., Ltd.","Korea Bio Co., Ltd.",,,,,South Korea,pending,pending,,Stand 1-175,,,,,,,,,,,,,,,,,pending,agriculture exhibition booth/media/activation opportunity,,pending,official,verified_primary,high,https://saudi-agriculture.com/exhibitors-list/,,2026-07-18,2026-07-18,Website not listed in current exhibitor directory.
exh-saag-2026-0115,co-saag-2026-korea-rural-community-cooperation-south-korea,riyadh-2026-saudi-agriculture,2026,confirmed_current,true,,2026,,Korea Rural Community Cooperation,Korea Rural Community Cooperation,,,,,South Korea,pending,pending,,Stand 1-182,,,,,,,,,,,,,,,,,pending,agriculture exhibition booth/media/activation opportunity,,pending,official,verified_primary,high,https://saudi-agriculture.com/exhibitors-list/,,2026-07-18,2026-07-18,Website not listed in current exhibitor directory.
exh-saag-2026-0116,co-saag-2026-kwag-usa,riyadh-2026-saudi-agriculture,2026,confirmed_current,true,,2026,,KWAG,KWAG,,,,,USA,pending,pending,,Stand 1-292,,,,,,,,,,,,,,,,,pending,agriculture exhibition booth/media/activation opportunity,,pending,official,verified_primary,high,https://saudi-agriculture.com/exhibitors-list/,,2026-07-18,2026-07-18,Website not listed in current exhibitor directory.
exh-saag-2026-0117,co-saag-2026-lameccanica-it,riyadh-2026-saudi-agriculture,2026,confirmed_current,true,,2026,,La Meccanica SRL Di Reffo,La Meccanica SRL Di Reffo,,,lameccanica.it,http://www.lameccanica.it/,Italy,pending,pending,Poultry Livestock & Dairy Farming,"Stand 4-471; Products: Poultry Systems & Technologies, Livestock Technologies",,,,,,,,,,,,,,,,,website,agriculture exhibition booth/media/activation opportunity,,pending,official,verified_primary,high,https://saudi-agriculture.com/exhibitors-list/,,2026-07-18,2026-07-18,Official exhibitor details captured in raw snapshot.
exh-saag-2026-0118,co-saag-2026-safsudair-com,riyadh-2026-saudi-agriculture,2026,confirmed_current,true,,2026,,Ladina for Industry (Saf-Sudair For Plastic Industries Co.),Ladina for Industry (Saf-Sudair For Plastic Industries Co.),,,safsudair.com,http://safsudair.com/,Saudi Arabia,listed_saudi_company_or_presence,pending,Agriculture Technologies,Stand 4-115; Products: Greenhouses Solutions,,,,,,,,,,,,,,,,,website,agriculture exhibition booth/media/activation opportunity,,pending,official,verified_primary,high,https://saudi-agriculture.com/exhibitors-list/,,2026-07-18,2026-07-18,
exh-saag-2026-0119,co-saag-2026-laoying-s-a-juan-carlos-parra-perez-mexico,riyadh-2026-saudi-agriculture,2026,confirmed_current,true,,2026,,Laoying S.A. (Juan Carlos Parra Perez),Laoying S.A. (Juan Carlos Parra Perez),,,,,Mexico,pending,pending,,Stand 1-570,,,,,,,,,,,,,,,,,pending,agriculture exhibition booth/media/activation opportunity,,pending,official,verified_primary,high,https://saudi-agriculture.com/exhibitors-list/,,2026-07-18,2026-07-18,Website not listed in current exhibitor directory.
exh-saag-2026-0120,co-saag-2026-leha-agriculture-trading-marketing-saudi-arabia,riyadh-2026-saudi-agriculture,2026,confirmed_current,true,,2026,,Leha Agriculture Trading & Marketing,Leha Agriculture Trading & Marketing,,,,,Saudi Arabia,listed_saudi_company_or_presence,pending,Crop Farming,Stand 1-510; Products: Seeds,,,,,,,,,,,,,,,,,pending,agriculture exhibition booth/media/activation opportunity,,pending,official,verified_primary,high,https://saudi-agriculture.com/exhibitors-list/,,2026-07-18,2026-07-18,Website not listed in current exhibitor directory.
exh-saag-2026-0121,co-saag-2026-lubing-greentec-net,riyadh-2026-saudi-agriculture,2026,confirmed_current,true,,2026,,Lubing System Srl,Lubing System Srl,,,lubing-greentec.net,http://lubing-greentec.net,Italy,pending,pending,Agriculture Technologies,"Stand 4-482; Products: Greenhouses Solutions, Hydroponics",,,,,,,,,,,,,,,,,website,agriculture exhibition booth/media/activation opportunity,,pending,official,verified_primary,high,https://saudi-agriculture.com/exhibitors-list/,,2026-07-18,2026-07-18,Official exhibitor details captured in raw snapshot.
exh-saag-2026-0122,co-saag-2026-maghateer-co,riyadh-2026-saudi-agriculture,2026,confirmed_current,true,,2026,,Maghateer Trad. Est.,Maghateer Trad. Est.,,,maghateer.co,http://www.maghateer.co/,Saudi Arabia,listed_saudi_company_or_presence,pending,Crop Farming,Stand 4-369; Products: Fertilizers & Pesticides,,,,,,,,,,,,,,,,,website,agriculture exhibition booth/media/activation opportunity,,pending,official,verified_primary,high,https://saudi-agriculture.com/exhibitors-list/,,2026-07-18,2026-07-18,
exh-saag-2026-0123,co-saag-2026-makrokim-kimyasal-maddeler-san-tic-a-s-turkiye,riyadh-2026-saudi-agriculture,2026,confirmed_current,true,,2026,,Makrokim Kimyasal Maddeler San Tic A.Ş,Makrokim Kimyasal Maddeler San Tic A.Ş,,,,,Turkiye,pending,pending,,Stand 5-349,,,,,,,,,,,,,,,,,pending,agriculture exhibition booth/media/activation opportunity,,pending,official,verified_primary,high,https://saudi-agriculture.com/exhibitors-list/,,2026-07-18,2026-07-18,Website not listed in current exhibitor directory.
exh-saag-2026-0124,co-saag-2026-masapestcontrol-com-sa,riyadh-2026-saudi-agriculture,2026,confirmed_current,true,,2026,,Masa Pest Control Establishment For Agricultural Pesticides,Masa Pest Control Establishment For Agricultural Pesticides,,,masapestcontrol.com.sa,http://www.masapestcontrol.com.sa,Saudi Arabia,listed_saudi_company_or_presence,pending,Crop Farming,Stand 5-133; Products: Pest Control,,,,,,,,,,,,,,,,,website,agriculture exhibition booth/media/activation opportunity,,pending,official,verified_primary,high,https://saudi-agriculture.com/exhibitors-list/,,2026-07-18,2026-07-18,Official exhibitor details captured in raw snapshot.
exh-saag-2026-0125,co-saag-2026-matar-tarim-urunleri-paz-ins-tur-hay-analizleri-san-ltd-sti-turkiye,riyadh-2026-saudi-agriculture,2026,confirmed_current,true,,2026,,Matar Tarim Ürünleri Paz İnş Tur Hay Analizleri San Ltd Şti,Matar Tarim Ürünleri Paz İnş Tur Hay Analizleri San Ltd Şti,,,,,Turkiye,pending,pending,,Stand 3-182,,,,,,,,,,,,,,,,,pending,agriculture exhibition booth/media/activation opportunity,,pending,official,verified_primary,high,https://saudi-agriculture.com/exhibitors-list/,,2026-07-18,2026-07-18,Website not listed in current exhibitor directory.
exh-saag-2026-0126,co-saag-2026-dengetarim-com-tr,riyadh-2026-saudi-agriculture,2026,confirmed_current,true,,2026,,MDT Denge Tarim Müh San. Ve Tic. Ltd. Şti.,MDT Denge Tarim Müh San. Ve Tic. Ltd. Şti.,,,dengetarim.com.tr,http://www.dengetarim.com.tr,Turkiye,pending,pending,Crop Farming,Stand 5-348; Products: Fertilizers & Pesticides,,,,,,,,,,,,,,,,,website,agriculture exhibition booth/media/activation opportunity,,pending,official,verified_primary,high,https://saudi-agriculture.com/exhibitors-list/,,2026-07-18,2026-07-18,Official exhibitor details captured in raw snapshot.
exh-saag-2026-0127,co-saag-2026-mekoser-seracilik-san-ve-tic-ltd-sti-turkiye,riyadh-2026-saudi-agriculture,2026,confirmed_current,true,,2026,,Mekoser Seracilik San Ve Tic Ltd Şti,Mekoser Seracilik San Ve Tic Ltd Şti,,,,,Turkiye,pending,pending,,Stand 3-280,,,,,,,,,,,,,,,,,pending,agriculture exhibition booth/media/activation opportunity,,pending,official,verified_primary,high,https://saudi-agriculture.com/exhibitors-list/,,2026-07-18,2026-07-18,Website not listed in current exhibitor directory.
exh-saag-2026-0128,co-saag-2026-menarat-al-haouz-travaux-morocco,riyadh-2026-saudi-agriculture,2026,confirmed_current,true,,2026,,Menarat Al Haouz Travaux,Menarat Al Haouz Travaux,,,,,Morocco,pending,pending,,Stand 4-483,,,,,,,,,,,,,,,,,pending,agriculture exhibition booth/media/activation opportunity,,pending,official,verified_primary,high,https://saudi-agriculture.com/exhibitors-list/,,2026-07-18,2026-07-18,Website not listed in current exhibitor directory.
exh-saag-2026-0129,co-saag-2026-mewa-gov-sa,riyadh-2026-saudi-agriculture,2026,confirmed_current,true,,2026,,"Ministry Of Environment, Water & Agriculture (MEWA)","Ministry Of Environment, Water & Agriculture (MEWA)",,,mewa.gov.sa,http://www.mewa.gov.sa/,Saudi Arabia,listed_saudi_company_or_presence,pending,Official Agency,Stand 2-140,,,,,,,,,,,,,,,,,website,agriculture exhibition booth/media/activation opportunity,,pending,official,verified_primary,high,https://saudi-agriculture.com/exhibitors-list/,,2026-07-18,2026-07-18,
exh-saag-2026-0130,co-saag-2026-mishkat-agritech-farm-saudi-arabia,riyadh-2026-saudi-agriculture,2026,confirmed_current,true,,2026,,Mishkat Agritech Farm,Mishkat Agritech Farm,,,,,Saudi Arabia,listed_saudi_company_or_presence,pending,,Stand 5-139,,,,,,,,,,,,,,,,,pending,agriculture exhibition booth/media/activation opportunity,,pending,official,verified_primary,high,https://saudi-agriculture.com/exhibitors-list/,,2026-07-18,2026-07-18,Website not listed in current exhibitor directory.
exh-saag-2026-0131,co-saag-2026-nemowaamaal-com,riyadh-2026-saudi-agriculture,2026,confirmed_current,true,,2026,,Mixscience / Nemow Al Amaal,Mixscience / Nemow Al Amaal,,,nemowaamaal.com,http://www.nemowaamaal.com/,Saudi Arabia,listed_saudi_company_or_presence,pending,"Poultry, Livestock & Dairy Farming",Stand 4-299; Products: Animal Health & Technologies,,,,,,,,,,,,,,,,,website,agriculture exhibition booth/media/activation opportunity,,pending,official,verified_primary,high,https://saudi-agriculture.com/exhibitors-list/,,2026-07-18,2026-07-18,
exh-saag-2026-0132,co-saag-2026-modernmills-com-sa,riyadh-2026-saudi-agriculture,2026,confirmed_current,true,,2026,,Modern Mills Company,Modern Mills Company,,,modernmills.com.sa,http://www.modernmills.com.sa/,Saudi Arabia,listed_saudi_company_or_presence,pending,Feeds & Mills,Stand 3-210; Products: Feeds & Additives,,,,,,,,,,,,,,,,,website,agriculture exhibition booth/media/activation opportunity,,pending,official,verified_primary,high,https://saudi-agriculture.com/exhibitors-list/,,2026-07-18,2026-07-18,
exh-saag-2026-0133,co-saag-2026-beinmood-com,riyadh-2026-saudi-agriculture,2026,confirmed_current,true,,2026,,Mood Integrated Design (Saudi Reef),Mood Integrated Design (Saudi Reef),,,beinmood.com,http://beinmood.com,Saudi Arabia,listed_saudi_company_or_presence,pending,Official Agency,Stand 2-269; Products: Government Agency,,,,,,,,,,,,,,,,,website,agriculture exhibition booth/media/activation opportunity,,pending,official,verified_primary,high,https://saudi-agriculture.com/exhibitors-list/,,2026-07-18,2026-07-18,Official exhibitor details captured in raw snapshot.
exh-saag-2026-0134,co-saag-2026-mosa-green-srl-italy,riyadh-2026-saudi-agriculture,2026,confirmed_current,true,,2026,,Mosa Green SRL,Mosa Green SRL,,,,,Italy,pending,pending,,Stand 4-473,,,,,,,,,,,,,,,,,pending,agriculture exhibition booth/media/activation opportunity,,pending,official,verified_primary,high,https://saudi-agriculture.com/exhibitors-list/,,2026-07-18,2026-07-18,Website not listed in current exhibitor directory.
exh-saag-2026-0135,co-saag-2026-mr-innovation-co-ltd-south-korea,riyadh-2026-saudi-agriculture,2026,confirmed_current,true,,2026,,"Mr. Innovation Co., Ltd.","Mr. Innovation Co., Ltd.",,,,,South Korea,pending,pending,,Stand 1-171,,,,,,,,,,,,,,,,,pending,agriculture exhibition booth/media/activation opportunity,,pending,official,verified_primary,high,https://saudi-agriculture.com/exhibitors-list/,,2026-07-18,2026-07-18,Website not listed in current exhibitor directory.
